id,name,grandSlamFinals,grandSlamTitles,list
101948,Pete Sampras,13,11,"('US Open', 'Wimbledon', 'US Open', 'Australian Open', 'Wimbledon', 'Wimbledon', 'US Open', 'US Open', 'Australian Open', 'Wimbledon', 'Wimbledon')"
101793,Jim Courier,7,4,"('Roland Garros', 'Australian Open', 'Roland Garros', 'Australian Open')"
101222,Stefan Edberg,6,3,"('Wimbledon', 'US Open', 'US Open')"
101736,Andre Agassi,7,3,"('Wimbledon', 'US Open', 'Australian Open')"
101414,Boris Becker,5,2,"('Australian Open', 'Australian Open')"
102158,Patrick Rafter,2,2,"('US Open', 'US Open')"
101843,Sergi Bruguera,3,2,"('Roland Garros', 'Roland Garros')"
100656,Ivan Lendl,2,1,"('Australian Open',)"
101990,Richard Krajicek,1,1,"('Wimbledon',)"
102338,Yevgeny Kafelnikov,1,1,"('Roland Garros',)"
101404,Thomas Muster,1,1,"('Roland Garros',)"
102856,Gustavo Kuerten,1,1,"('Roland Garros',)"
102845,Carlos Moya,2,1,"('Roland Garros',)"
101434,Petr Korda,2,1,"('Australian Open',)"
101529,Michael Stich,3,1,"('Wimbledon',)"
100653,Andres Gomez,1,1,"('Roland Garros',)"
102257,Greg Rusedski,1,0,()
102701,Marcelo Rios,1,0,()
102374,Alex Corretja,1,0,()
102238,Alberto Berasategui,1,0,()
101613,Malivai Washington,1,0,()
102021,Michael Chang,3,0,()
101774,Todd Martin,1,0,()
101611,Cedric Pioline,2,0,()
101964,Goran Ivanisevic,3,0,()
102882,Mark Philippoussis,1,0,()
